TM,lat,lon,ERA5_precipitation,ERA5_start_soil,ERA5_delta_soil,soil_temperature,evaporation,leaf_area_index_low_vegetation,pressure,temperature,wind_u,wind_v,Aspect,Dem,Slope,CLCD,BD,CLAY,GRAVL,POROSITY,SAND,SILT,EVI-day,NDVI-day,fenqu_ID,texture_class,topography_class,joint_class,FC_0_7cm,ASML1_RSM,DSML1_RSM,END_RSM
2018_10_15,38.1958,116.2042,0.0002294927835464,0.1507720947265625,0.0475311279296875,297.71514892578125,-0.000537903048098,0.931640625,101669.046875,296.0430908203125,0.931427001953125,1.984901428222656,18.434947967529297,15.0,0.0061211204156279,1.0,1.33,21.78,19.68,48.73,19.6,58.6,0.2253250032663345,0.3803249895572662,3.0,Silt Loam,1,Silt Loam_1,0.39823,28.46658394345401,8.974133082062469,37.44071702551648
2018_02_03,29.4958,105.0042,0.0010068118572235,0.2994232177734375,0.0073089599609375,285.65777587890625,-0.001033597625792,0.945556640625,98470.171875,284.01202392578125,-0.8530120849609375,0.9242095947265624,283.9544982910156,362.0,0.1096991151571273,1.0,1.26,22.87,15.73,52.36,28.4,48.71,0.1815000027418136,0.3445999920368194,6.0,Loam,1,Loam_1,0.29664567,80.10818914813862,1.9554513887763545,82.06364053691497
2022_10_14,31.1958,108.4042,0.0004093423485755,0.3837127685546875,0.0030975341796875,291.65069580078125,-0.0003961417824029,1.487060546875,95852.640625,290.4979858398437,1.07568359375,0.2741241455078125,73.84265899658203,707.0,0.2156327664852142,1.0,1.21,23.3,13.39,53.99,30.17,46.51,0.1712187528610229,0.2568125128746032,6.0,Loam,1,Loam_1,0.29601172,107.13021448646155,0.8648122456257885,107.99502673208735
2020_10_13,37.0958,120.6042,0.0002815574407577,0.230865478515625,0.0086212158203125,292.3759155273437,-0.0014938986860215,2.6090087890625,100756.109375,292.2010498046875,0.9188995361328124,1.990447998046875,162.42874145507812,136.0,0.1624317467212677,1.0,1.35,18.54,21.86,48.370000000000005,47.07,34.37,0.2887437641620636,0.4622062444686889,3.0,Sandy Loam,1,Sandy Loam_1,0.23003478,74.3415693779565,2.776139239824549,77.11770861778105
2017_05_22,25.7958,103.8042,7.65770673751831e-05,0.3157958984375,0.0737152099609375,299.2216796875,-0.0027587129734456,2.3023681640625,78903.3125,299.735595703125,4.273162841796875,3.4755859375,268.69061279296875,1949.0,0.2258857786655426,1.0,1.24,34.5,40.27,53.0,28.16,37.32,0.262250006198883,0.4025250077247619,8.0,Clay Loam,4,Clay Loam_4,0.30403,83.76611243730723,19.553251313521027,103.31936375082826
2022_05_21,29.8958,107.6042,0.0027227327227592,0.390960693359375,0.02069091796875,294.82635498046875,-0.0011384142562747,1.9327392578125,95945.109375,295.19140625,-0.497100830078125,-1.106523513793945,346.3196105957031,455.0,0.8565762639045715,1.0,1.26,23.12,25.26,53.45,34.85,42.02,0.2314624935388565,0.3797187507152557,6.0,Loam,1,Loam_1,0.30354062,102.22232021893234,5.409939357461253,107.6322595763936
2022_09_11,44.1958,128.8042,0.004078134894371,0.286163330078125,0.03863525390625,294.79302978515625,-0.0023924144916236,2.63623046875,94739.40625,296.29345703125,0.1964263916015625,-0.32574462890625,73.36283874511719,458.0,0.7413872480392456,1.0,1.1,18.68,23.16,57.38,44.55,36.76,0.4509750008583069,0.6384999752044678,1.0,Sandy Loam,1,Sandy Loam_1,0.3118161,83.43009930827964,11.263997624430203,94.69409693270984
2017_07_23,37.3958,121.3042,0.0029315650463104,0.3027496337890625,0.05413818359375,305.2450866699219,-0.002577356994152,2.50830078125,99507.546875,303.3955078125,-1.6789398193359375,-1.0535364151000977,34.733211517333984,43.0,0.4914732277393341,1.0,1.33,11.2,22.26,49.620000000000005,55.0,33.79,0.4995250105857849,0.7094874978065491,3.0,Sandy Loam,1,Sandy Loam_1,0.26976,84.38289724228902,15.089487395576908,99.47238463786591
2017_08_20,47.4958,124.1042,0.0069398134946823,0.285400390625,0.0724639892578125,300.81939697265625,-0.0026447088457643,2.011474609375,98791.0,301.4326171875,-0.7463531494140625,4.381216049194336,212.90524291992188,149.0,0.0130647644400596,1.0,1.31,22.62,13.41,52.7,37.16,40.2,0.5843999981880188,0.7781875133514404,1.0,Loam,1,Loam_1,0.28682998,75.95541219466327,19.2853000701698,95.24071226483306
2019_02_18,34.1958,112.0042,4.857778549194336e-05,0.2957305908203125,0.0111083984375,274.37481689453125,-0.0003712750039994,1.0281982421875,95121.5859375,274.97088623046875,-1.4962158203125,-0.9269561767578124,38.48247528076172,392.0,0.6511305570602417,1.0,1.28,23.15,16.9,53.35,28.18,48.66,0.1142999976873397,0.2360000014305114,3.0,Loam,1,Loam_1,0.24382392,94.75670971017492,3.559304714359804,98.31601442453471
2018_04_04,26.0958,107.8042,0.0100868493318557,0.4530029296875,0.043243408203125,294.93438720703125,-0.0018589505925774,1.6490478515625,92100.234375,295.2598876953125,-1.339935302734375,4.913715362548828,205.6070251464844,597.0,0.4314379692077636,1.0,1.23,26.82,17.19,55.85,27.27,45.89,0.3971750140190124,0.6024749875068665,8.0,Loam,1,Loam_1,0.39251,93.83074693296612,8.957031016169024,102.78777794913516
2022_07_05,39.3958,116.7042,0.0106331408023834,0.3860626220703125,0.027069091796875,303.23248291015625,-0.0023647071793675,2.7374267578125,99887.515625,301.9765625,-2.1558074951171875,1.86474609375,64.65382385253906,11.0,0.0135650308802723,1.0,1.4,20.35,13.89,50.0,32.47,47.16,0.4284000098705292,0.6955000162124634,3.0,Loam,1,Loam_1,0.39629,69.58515626548966,4.879019296272031,74.46417556176169
2019_01_27,31.3958,114.4042,0.0006464645266532,0.2984771728515625,0.0064239501953125,281.39599609375,-0.0005904962308704,0.84375,101525.921875,281.46502685546875,0.6765594482421875,0.1305694580078125,154.9325408935547,54.0,0.1766538470983505,1.0,1.35,21.74,10.85,52.27,40.46,37.79,0.1287812441587448,0.2782187461853027,7.0,Loam,1,Loam_1,0.24265,91.11650612498188,1.9610474453564424,93.07755357033832
2017_05_13,45.4958,132.2042,0.0059028342366218,0.33380126953125,0.050506591796875,285.74200439453125,-0.0014218497090041,1.865478515625,99021.9140625,287.156005859375,-2.25189208984375,-2.210290908813477,158.56539916992188,97.0,0.1871539801359176,1.0,1.31,20.47,22.13,54.47,46.89,32.63,0.1467750072479248,0.2518124878406524,1.0,Loam,1,Loam_1,0.34396,74.08132614640306,11.209050536871189,85.29037668327425
2019_09_19,41.1958,114.1042,0.0004133433103561,0.2712249755859375,0.0038604736328125,291.5379943847656,-0.0013833278790116,0.96923828125,85820.984375,292.023193359375,2.9453582763671875,-1.091644287109375,225.44761657714844,1473.0,0.1168011948466301,1.0,1.31,15.48,7.44,47.77,52.82,31.68,0.2534500062465668,0.4212499856948852,3.0,Sandy Loam,4,Sandy Loam_4,0.25361,81.63793466193584,1.1619914188168643,82.79992608075271
2019_06_25,38.1958,102.6042,0.0023183301091194,0.2183380126953125,0.1199951171875,299.647216796875,-0.0009743892587721,2.3433837890625,84354.3828125,296.238037109375,-0.621307373046875,0.485015869140625,65.51751708984375,1472.0,0.1588083058595657,1.0,1.29,14.26,14.04,48.71,37.74,47.98,0.4803625047206878,0.6535124778747559,2.0,Loam,4,Loam_4,0.2754,61.45761561627416,33.7761331474163,95.23374876369046
2017_08_07,26.8958,104.8042,0.0016511604189872,0.377960205078125,0.0074615478515625,298.59820556640625,-0.0038023507222533,1.801025390625,78154.015625,298.541748046875,0.4768829345703125,3.6868896484375,137.08168029785156,1923.0,1.0800520181655884,1.0,1.13,26.76,16.97,54.56,29.3,43.93,0.5926374793052673,0.8008750081062317,8.0,Loam,4,Loam_4,0.31769392,105.28311577107333,2.078459572549651,107.36157534362296
2018_06_13,43.2958,121.7042,9.91523265838623e-05,0.225616455078125,0.0143280029296875,298.8129272460937,-0.0013263197615742,1.0399169921875,97529.015625,296.720947265625,-1.2893524169921875,2.6194419860839844,29.207595825195312,227.0,0.0938792750239372,1.0,1.58,7.92,6.09,50.25,79.34,12.72,0.3124875128269195,0.4467374980449676,2.0,Loamy Sand,1,Loamy Sand_1,0.16028,89.09110602257955,5.657821490274733,94.74892751285428
2017_12_13,23.2958,108.1042,0.0059654740616679,0.3720703125,0.034942626953125,287.73504638671875,-0.0007207519374787,1.5389404296875,99400.4296875,286.6542358398437,-0.8886566162109375,-1.7013092041015625,170.03619384765625,144.0,0.0969552248716354,1.0,1.3,40.48,5.16,52.86,22.92,36.58,0.3120062351226806,0.5255937576293945,8.0,Clay,1,Clay_1,0.31672,90.36623285309034,8.48665818707254,98.85289104016287
2020_08_21,29.1958,110.4042,0.00321726500988,0.45452880859375,0.0513458251953125,300.3697204589844,-0.0012170271947979,2.79638671875,96351.625,300.09228515625,-2.105926513671875,0.2753019332885742,48.54054260253906,266.0,1.0932836532592771,1.0,1.24,25.65,14.64,54.27,30.49,43.85,0.3862499892711639,0.5801500082015991,7.0,Loam,1,Loam_1,0.29766,123.14570006094584,13.91114813700425,137.05684819795007
2020_02_25,24.6958,107.2042,0.0009199082851409,0.4358062744140625,0.0035552978515625,292.9672546386719,-0.0017778296023607,2.19482421875,94089.8125,295.0069274902344,-1.2049551010131836,3.3254432678222656,60.662105560302734,695.0,1.0139002799987793,1.0,1.22,26.45,16.37,54.91,28.15,45.39,0.1097375005483627,0.1994750052690506,8.0,Loam,1,Loam_1,0.39427042,90.6023479307539,0.7391319305299414,91.34147986128384
2021_01_20,39.6958,122.2042,0.0001094043254852,0.333587646484375,0.0041351318359375,271.439697265625,-7.313396781682968e-05,2.53662109375,100775.421875,275.9460754394531,0.341888427734375,3.0272274017333984,184.12759399414065,231.0,0.2509958446025848,1.0,1.38,19.61,18.77,48.16,45.35,35.03,0.1449999958276748,0.3024500012397766,1.0,Sandy Loam,1,Sandy Loam_1,0.25843,93.53797106058352,1.1594909046481627,94.69746196523168
2021_04_22,31.8958,121.7042,0.0002842545509338,0.3731689453125,0.003387451171875,290.75177001953125,-0.0017217812128365,1.6317138671875,101038.6328125,290.68658447265625,-4.0387115478515625,3.940109252929688,276.3401794433594,3.0,0.0058427406474947,1.0,1.2,20.38,16.4,52.75,14.3,65.3,0.2234124988317489,0.330825001001358,7.0,Silt Loam,1,Silt Loam_1,0.28825,107.88347652862096,0.9793151696660886,108.86279169828708
2017_10_02,24.4958,105.8042,0.0013496875762939,0.4374847412109375,0.00189208984375,298.84893798828125,-0.0019741859287023,2.9437255859375,91929.921875,298.286865234375,-1.021331787109375,1.325643539428711,226.02647399902344,939.0,0.8149229288101196,1.0,1.24,26.06,16.63,55.2,30.94,42.99,0.5971999764442444,0.7934874892234802,8.0,Loam,1,Loam_1,0.39427042,89.48433797547148,0.3870132855135315,89.87135126098501
2022_09_16,45.3958,128.6042,0.0002609491348266,0.3662567138671875,0.0288543701171875,290.6600341796875,-0.0017514475621283,2.762451171875,97434.0,290.287109375,-2.2725982666015625,1.3407135009765625,54.3720932006836,301.0,0.3810234069824219,1.0,1.12,15.4,25.23,59.52,48.93,35.660000000000004,0.5119187235832214,0.7896000146865845,1.0,Sandy Loam,1,Sandy Loam_1,0.33719,96.98239066867436,7.640449141959889,104.62283981063425
2020_07_09,28.9958,104.2042,0.0170283615589141,0.3347930908203125,0.0774383544921875,303.691162109375,-0.002756290603429,3.214111328125,94965.9453125,303.635009765625,-0.1009063720703125,-0.9846086502075196,46.65362930297852,328.0,1.1381903886795044,1.0,1.18,24.09,13.79,51.09,37.19,38.71,0.4669437408447265,0.6607187390327454,6.0,Loam,1,Loam_1,0.29569,95.95284193658856,22.194096569353587,118.14693850594216
2019_07_10,39.3958,112.8042,0.0001708850322756,0.190032958984375,0.00799560546875,301.4619140625,-0.0013462523929774,1.367919921875,88773.28125,295.35009765625,-1.9302215576171875,0.59112548828125,338.2333374023437,1024.0,1.3829940557479858,1.0,1.61,14.38,10.84,48.26,42.06,43.55,0.3376812636852264,0.5039687752723694,4.0,Loam,4,Loam_4,0.28747302,41.0587726733851,1.727541101722643,42.78631377510774
2022_05_12,43.7958,119.8042,0.0023414343595504,0.2002410888671875,0.021636962890625,289.419189453125,-0.0009440840221941,0.8382568359375,96044.7734375,288.401123046875,4.4297943115234375,-1.832733154296875,195.13137817382807,382.0,0.2620094716548919,1.0,1.34,19.76,24.96,47.88,38.97,41.26,0.1909375041723251,0.2729749977588653,2.0,Loam,1,Loam_1,0.19017,78.57898112654408,8.490817285486512,87.0697984120306
2021_09_15,47.9958,124.9042,2.613067590573337e-05,0.37548828125,0.0241241455078125,289.55615234375,-0.0014257188886404,2.046875,99292.6640625,290.973388671875,-0.4661865234375,2.281163215637207,232.9071655273437,219.0,0.0994940027594566,1.0,1.34,26.39,6.98,59.81,31.89,41.7,0.307200014591217,0.5802000164985657,1.0,Loam,1,Loam_1,0.27821,100.72072724244062,6.4710447728502345,107.19177201529084
2019_10_12,28.9958,109.5042,0.0001091063022613,0.4195556640625,0.01580810546875,292.92559814453125,-0.0008651576936244,2.436767578125,95419.234375,290.7675476074219,-0.2846527099609375,0.620269775390625,142.44244384765625,400.0,0.2042913734912872,1.0,1.18,25.74,11.92,56.33,30.27,43.98,0.4330562353134155,0.7573437690734863,7.0,Loam,1,Loam_1,0.32035828,110.98687616583322,4.181786576513065,115.16866274234629
2021_08_08,48.5958,123.4042,0.0055733099579811,0.360137939453125,0.045623779296875,296.67401123046875,-0.0031070904806256,2.8690185546875,96006.40625,298.2109375,-0.3256988525390625,0.6222372055053711,104.53445434570312,357.0,0.2699525952339172,1.0,1.26,19.35,23.03,55.03,48.42,32.22,0.7027375102043152,0.8509874939918518,2.0,Sandy Loam,1,Sandy Loam_1,0.32042086,89.2026073055088,11.30055909852857,100.50316640403736
2017_09_15,46.4958,123.4042,0.0016597062349319,0.2440185546875,0.02178955078125,290.35528564453125,-0.0006741723045706,1.3861083984375,100155.46875,290.8173828125,-1.6844024658203125,0.825958251953125,167.47119140625,144.0,0.011897318996489,1.0,1.53,9.93,6.79,50.2,69.87,20.18,0.277099996805191,0.5827000141143799,1.0,Sandy Loam,1,Sandy Loam_1,0.17828566,89.45713941869387,7.988043714975918,97.4451831336698
2017_01_31,29.2958,106.0042,5.026906728744507e-05,0.44073486328125,0.00830078125,285.9842224121094,-0.0004439260810613,0.9278564453125,97916.96875,284.9656066894531,-1.9681243896484373,-0.88555908203125,246.10890197753903,332.0,0.210294172167778,1.0,1.28,22.83,13.39,51.82,37.38,39.77,0.2041624933481216,0.2841687500476837,6.0,Loam,1,Loam_1,0.29569,116.44766882156196,2.1931703309420336,118.640839152504
2018_02_17,24.3958,113.1042,0.0006036311388015,0.40509033203125,0.0072021484375,293.5384521484375,-0.0019319546408951,2.637939453125,98057.546875,295.12261962890625,0.0863857269287109,2.258895874023437,173.28286743164062,71.0,0.8880446553230286,1.0,1.22,22.75,21.39,55.42,36.46,40.78,0.0746750012040138,0.0959874987602233,9.0,Loam,1,Loam_1,0.30318174,109.51888321615928,1.947149046181527,111.4660322623408
2018_01_07,27.2958,116.5042,0.0022843717597424,0.3876495361328125,0.0247802734375,280.25994873046875,-0.000319143757224,1.8721923828125,99265.15625,277.88446044921875,0.2400970458984375,-1.95355224609375,285.3369140625,98.0,0.1585643142461776,1.0,1.27,24.69,11.31,53.26,44.14,31.15,0.1916062533855438,0.3761374950408935,7.0,Loam,1,Loam_1,0.30729,99.33152892143804,6.34971080371641,105.68123972515446
2018_04_16,23.5958,120.4042,0.0015516355633735,0.419952392578125,0.020416259765625,298.07440185546875,-0.0033633080311119,2.324462890625,100191.4296875,296.19287109375,0.379669189453125,-3.32501220703125,278.93560791015625,49.0,0.3115493357181549,1.0,1.14,26.21,21.97,51.7,31.35,42.42,0.4510500133037567,0.6737499833106995,9.0,Loam,1,Loam_1,0.28934,127.31709813202372,6.189603855121275,133.506701987145
2018_08_15,28.5958,104.5042,0.009428359568119,0.409912109375,0.0189666748046875,305.025634765625,-0.0034752595238387,2.92236328125,94360.6171875,304.80908203125,-0.6321868896484375,0.0037689208984375,343.20037841796875,454.0,0.5290652513504028,1.0,1.23,23.09,10.66,54.89,36.36,40.54,0.5061125159263611,0.7214312553405762,6.0,Loam,1,Loam_1,0.29053044,114.70807587000192,5.30755428478307,120.015630154785
2022_07_30,49.1958,125.6042,0.0075262486934661,0.3774261474609375,0.0525665283203125,297.70526123046875,-0.0025364044122397,1.125,96865.0234375,300.32080078125,0.4473724365234375,1.999834060668945,47.260501861572266,292.0,0.069402664899826,1.0,1.12,19.63,20.31,62.06,42.64,37.72,0.7174687385559082,0.9080812335014344,1.0,Loam,1,Loam_1,0.31264347,107.78655689228096,15.012115969028011,122.79867286130896
2022_08_17,39.1958,109.1042,0.0002306997776031,0.38995361328125,0.2421112060546875,298.25518798828125,-0.0018672798760235,0.53076171875,86062.28125,298.2119140625,-0.6656341552734375,5.129815101623535,218.774169921875,1305.0,0.0504842847585678,1.0,1.56,7.03,6.09,50.38,70.0,22.96,0.2220062464475631,0.38671875,2.0,Loamy Sand,4,Loamy Sand_4,0.14747,169.50584181452376,105.2413989697546,274.74724078427835
2021_06_28,28.9958,106.1042,0.0166995525360107,0.42779541015625,0.0019989013671875,298.67852783203125,-0.0007572257891297,2.789794921875,94658.703125,298.841064453125,-0.5633392333984375,0.9145050048828124,321.9303283691406,747.0,1.39874267578125,1.0,1.3,21.73,12.3,53.25,36.27,41.99,0.1925937533378601,0.2189999967813491,6.0,Loam,1,Loam_1,0.28637132,114.9114347162574,0.5369310154026865,115.44836573166008
2022_05_28,45.6958,127.7042,0.001305267214775,0.352142333984375,0.00347900390625,292.56304931640625,-0.0035765804350376,2.2467041015625,96618.328125,295.921142578125,2.9193572998046875,-0.3771209716796875,5.201447010040283,295.0,0.9536070227622986,1.0,1.26,18.33,15.44,57.24,40.94,40.71,0.5041124820709229,0.7330374717712402,1.0,Loam,1,Loam_1,0.29475304,94.8176964840607,0.9367551260233054,95.754451610084
2019_04_01,31.4958,106.1042,0.0015041336882859,0.249053955078125,0.0285491943359375,288.4638061523437,-0.0005430425517261,1.6981201171875,96550.53125,288.773193359375,-0.88653564453125,2.02227783203125,195.28628540039065,495.0,0.2080231457948684,1.0,1.25,22.28,13.77,52.08,30.58,47.13,0.2736375033855438,0.552512526512146,6.0,Loam,1,Loam_1,0.28944302,68.83674861549606,7.890795041023964,76.72754365652003
2017_01_16,47.9958,133.7042,7.888674736022949e-05,0.3438720703125,0.0002288818359375,270.0044860839844,-0.0001604314893484,2.62255859375,102074.0703125,264.70196533203125,0.9988670349121094,0.5192108154296875,344.744873046875,51.0,0.0147133423015475,1.0,1.18,23.36,11.54,57.96,28.95,47.67,-0.0045250002294778,-0.0046500000171363,1.0,Loam,1,Loam_1,0.30210653,96.4616715631426,0.0642050529573632,96.52587661609996
2021_11_09,43.1958,122.9042,0.0001250207424163,0.29034423828125,0.00103759765625,276.59619140625,-0.000226026866585,0.8111572265625,98567.375,268.1983642578125,4.5444183349609375,-6.4824981689453125,82.37580871582031,175.0,0.0826741009950637,1.0,1.57,8.870000000000001,8.44,49.42,74.56,16.55,0.0989937484264373,0.1658687442541122,2.0,Loamy Sand,1,Loamy Sand_1,0.15776,117.22403387926592,0.4189212898775533,117.64295516914348
2020_09_07,44.4958,123.5042,0.0143819330260157,0.4349822998046875,0.03131103515625,295.4481201171875,-0.001539253629744,1.4332275390625,99038.84375,295.8466796875,-2.210357666015625,-6.21270751953125,318.4682312011719,151.0,0.0301671791821718,1.0,1.47,22.63,6.3500000000000005,48.47,37.9,39.45,0.3127250075340271,0.5293499827384949,1.0,Loam,1,Loam_1,0.38619435,76.6210915301445,5.515363939378275,82.13645546952277
2019_08_09,36.8958,111.4042,0.0032414942979812,0.3405609130859375,0.02276611328125,298.6197814941406,-0.0020335102453827,1.981689453125,88151.8125,297.583984375,-0.10418701171875,2.3533477783203125,80.55774688720703,1124.0,0.6056598424911499,1.0,1.26,12.73,12.78,54.53,40.59,46.67,0.3927437365055084,0.6278562545776367,4.0,Loam,4,Loam_4,0.26476347,102.08600112284871,6.824334140207459,108.91033526305618
